transcript,length,
NM_145248,588,
NM_001040876,1800,
NM_014316,444,
NM_001204376,975,
NM_014314,2778,
NM_014315,1221,
NM_014312,984,
NM_014313,474,
NM_014310,801,
NM_014311,813,
NM_014319,2736,
NM_001193270,1530,
NM_023019,3435,
NM_023018,1341,
NM_001037984,3360,
NM_023016,1578,
NM_023015,3129,
NM_023014,1425,
NM_023013,1425,
NM_023012,1305,
NM_023011,1431,
NM_023010,1413,
NM_001017915,3570,
NM_001017917,756,
NM_001352389,1545,
NM_001243738,2088,
NM_001352382,741,
NM_001352383,555,
NM_001352380,2553,
NM_001352381,867,
NM_001171888,519,
NM_001352387,1545,
NM_001352384,555,
NM_001352385,1389,
NM_000246,3393,
NM_001163857,843,
NM_001167940,3903,
NM_001322046,2544,
NM_001352651,6192,
NM_001322044,363,
NM_001352653,6075,
NM_001352654,4266,
NM_001322043,1827,
NM_001322040,384,
NM_001352657,4431,
NM_001352658,4431,
NM_001352659,1593,
NM_001322048,2475,
NM_001322049,2346,
NM_001321534,2292,
NM_001321533,2292,
NM_001321532,2736,
NM_022658,729,
NM_001321530,2175,
NM_022652,708,
NM_022650,2613,
NM_001321538,2895,
NM_015049,2745,
NM_019590,5832,
NM_015041,1242,
NM_015040,6297,
NM_015043,3702,
NM_015042,4236,
NM_015045,3573,
NM_015044,1842,
NM_015047,2982,
NM_015046,8034,
NM_001134666,1020,
NM_001282548,924,
NM_001134664,309,
NM_001134663,309,
NM_001282542,2856,
NM_001282543,2277,
NM_001282540,2145,
NM_001282541,2931,
NM_001282546,1323,
NM_001282547,1308,
NM_001282544,462,
NM_001282545,981,
NM_020711,855,
NM_001353186,345,
NM_001033667,582,
NM_001205138,525,
NM_144505,918,
NM_001353042,1494,
NM_194356,867,
NM_001161779,1689,
NM_144506,360,
NM_194359,954,
NM_194358,741,
NM_001329744,513,
NM_001329745,345,
NM_001329746,192,
NM_001353041,1494,
NM_001329742,645,
NM_001329743,576,
NM_001330690,1536,
NM_001330691,2118,
NM_001330692,1143,
NM_001330693,2070,
NM_001330694,2118,
NM_001329749,912,
NM_001353047,2307,
NM_052925,2403,
NM_001353045,1485,
NM_007263,927,
NM_001024916,1044,
NM_001142448,1587,
NM_001142449,1365,
NM_001024912,1395,
NM_001142443,1527,
NM_001142446,5694,
NM_052929,4239,
NM_001142444,1527,
NM_001142445,471,
NM_052928,2415,
NM_020654,3153,
NM_020655,2247,
NM_020657,1980,
NM_020650,987,
NM_020651,1257,
NM_020652,1566,
NM_020653,2286,
NM_020659,1353,
NM_024936,1542,
NM_024930,846,
NM_024933,1032,
NM_001286559,762,
NM_000384,13692,
NM_001320373,3075,
NM_001320371,1647,
NM_001142464,891,
NM_001142465,654,
NM_001320681,1020,
NM_001142460,1290,
NM_001100620,435,
NM_001100621,1722,
NM_198689,1113,
NM_001100623,669,
NM_001100624,1020,
NM_001100625,1062,
NM_001135208,429,
NM_198682,237,
NM_198681,3252,
NM_001142463,1530,
NM_001242414,261,
NM_001242415,588,
NM_001242416,1563,
NM_001242417,1803,
NM_001105568,5250,
NM_001105569,582,
NM_001105562,3909,
NM_001105563,2508,
NM_001105564,2616,
NM_001105565,1485,
NM_001105566,5313,
NM_001105567,5274,
NM_001286069,948,
NM_001145147,1128,
NM_001145144,942,
NM_001145145,1020,
NM_001145143,1215,
NM_001145140,1545,
NM_001286061,612,
NM_001286060,612,
NM_001293191,1599,
NM_001145148,1206,
NM_001145149,540,
NM_001081753,2079,
NM_003945,246,
NM_001293197,696,
NM_001194990,663,
NM_001081755,2118,
NM_001324036,879,
NM_030628,3060,
NM_078480,1680,
NM_078481,2508,
NM_078483,1431,
NM_078485,2037,
NM_078487,237,
NM_001159280,987,
NM_020679,771,
NM_001159285,1698,
NM_001159286,1950,
NM_001159287,861,
NM_001349407,1605,
NM_001256074,1938,
NM_001349406,1305,
NM_001184765,1863,
NM_001184767,1938,
NM_001287339,1014,
NM_001184761,507,
NM_001184760,693,
NM_001184763,1038,
NM_001184762,501,
NM_001287336,861,
NM_001184768,903,
NM_001287335,675,
NM_005842,948,
NM_001080414,6087,
NM_001271507,2124,
NM_024772,3429,
NM_001080416,2259,
NM_001278626,1695,
NM_001278627,1695,
NM_001278624,2736,
NM_024770,1224,
NM_001278622,2013,
NM_001278623,2736,
NM_001346789,567,
NM_001278628,2064,
NM_001346780,1536,
NM_001270451,735,
NM_001270450,735,
NM_001270453,2265,
NM_001270452,678,
NM_001270455,1008,
NM_001080412,3588,
NM_022042,2106,
NM_001270459,1038,
NM_001270458,1185,
NM_001080413,2076,
NM_001129841,6417,
NM_001129840,6417,
NM_001256071,15624,
NM_001129842,6417,
NM_001129844,6408,
NM_001129846,6384,
NM_022047,1896,
NM_001285879,444,
NM_001285878,969,
NM_022046,804,
NM_033049,1539,
NM_022045,2715,
NM_178561,2334,
NM_033045,1803,
NM_173841,543,
NM_033046,1653,
NM_001243198,2961,
NM_033043,498,
NM_001206844,1140,
NM_178563,2763,
NM_001346432,2784,
NM_001110781,1218,
NM_022048,1269,
NM_178566,798,
NM_001267586,3000,
NM_145861,648,
NM_001319109,1494,
NM_001319108,696,
NM_145860,639,
NM_001319105,915,
NM_001319104,738,
NM_001319107,1797,
NM_005963,5820,
NM_001319101,1863,
NM_001319100,2274,
NM_001319103,1065,
NM_001193341,921,
NM_001243197,222,
NM_001277227,2508,
NM_001277226,2652,
NM_001277225,1413,
NM_001277224,663,
NM_001277223,600,
NM_001024209,219,
NM_001025433,723,
NM_001243195,660,
NM_001025436,552,
NM_001025434,711,
NM_001145714,801,
NM_001256334,6585,
NM_001185177,1707,
NM_001185176,633,
NM_001301726,1386,
NM_001978,1218,
NM_001979,1668,
NM_001970,465,
NM_001971,777,
NM_001972,804,
NM_001973,1296,
NM_001974,2661,
NM_001975,1305,
NM_001976,1305,
NM_001977,2874,
NM_001254732,3237,
NM_001254733,552,
NM_001195328,606,
NM_001254736,375,
NM_001254734,1878,
NM_001254738,735,
NM_012101,1767,
NM_001350461,2769,
NM_001350460,2919,
NM_001350463,2724,
NM_001350462,3084,
NM_001350465,2211,
NM_001350464,2727,
NM_001350467,2646,
NM_001350466,2730,
NM_001350469,2799,
NM_001351992,771,
NM_012104,1506,
NM_001351732,3090,
NM_001351733,3090,
NM_001324114,1518,
NM_001324115,1518,
NM_001351736,639,
NM_001351737,735,
NM_001351734,804,
NM_001324111,1380,
NM_001351738,870,
NM_012106,492,
NM_001324118,621,
NM_001324119,3864,
NM_001348208,963,
NM_001348201,864,
NM_001348204,375,
NM_001291446,2727,
NM_001348206,615,
NM_032837,561,
NM_032836,1491,
NM_032834,1422,
NM_032833,2142,
NM_032832,1503,
NM_032831,765,
NM_032830,2061,
NM_001281294,2580,
NM_032839,1437,
NM_032838,1257,
NM_198900,2931,
NM_007187,1131,
NM_171830,828,
NM_198901,552,
NM_016578,4326,
NM_016579,849,
NM_016574,1245,
NM_016576,1101,
NM_016577,627,
NM_016570,1134,
NM_016571,1530,
NM_016573,2913,
NM_014712,5124,
NM_001012478,1416,
NM_001353780,1563,
NM_014710,4188,
NM_005999,873,
NM_001167623,6417,
NM_001353785,1143,
NM_001167621,1236,
NM_001167625,6597,
NM_001167624,6522,
NM_001010909,1701,
NM_001010908,768,
NM_001353787,1197,
NM_001010903,1959,
NM_001353786,1197,
NM_001010906,2391,
NM_001010905,993,
NM_201281,1716,
NM_001330250,996,
NM_001353789,2250,
NM_001303012,3390,
NM_001303013,3060,
NM_001303016,858,
NM_001353788,2250,
NM_001303018,723,
NM_174909,219,
NM_005990,2907,
NM_000082,1191,
NM_206948,693,
NM_206949,315,
NM_001257412,984,
NM_001257413,867,
NM_001257410,1269,
NM_001257411,1101,
NM_001257414,1128,
NM_001005612,1161,
NM_001349649,2658,
NM_001349648,2658,
NM_001145168,3240,
NM_001243782,678,
NM_182543,1410,
NM_001042581,1083,
NM_001042583,1131,
NM_001042584,873,
NM_001042585,966,
NM_001042586,564,
NM_001042587,306,
NM_001042588,1083,
NM_001042589,1419,
NM_206945,4671,
NM_000087,2073,
NM_014550,3099,
NM_014551,900,
NM_006136,861,
NM_014555,3498,
NM_006139,663,
NM_178454,801,
NM_178455,300,
NM_178456,414,
NM_178457,5034,
NM_178450,762,
NM_178452,2178,
NM_003600,1212,
NM_003601,3159,
NM_003602,984,
NM_003603,2001,
NM_018419,1155,
NM_018418,1800,
NM_003607,5160,
NM_003608,1014,
NM_003609,1671,
NM_018417,4833,
NM_018416,1725,
NM_018411,3405,
NM_018410,2247,
NM_018413,1059,
NM_018412,1665,
NM_001197233,1401,
NM_001197237,1572,
NM_001197234,993,
NM_001197239,942,
NM_001197238,1011,
NM_000085,2064,
NM_001318775,921,
NM_001318777,666,
NM_001318776,708,
NM_001318771,336,
NM_001318770,597,
NM_014888,684,
NM_014889,3114,
NM_014886,783,
NM_001190956,549,
NM_014884,3249,
NM_014885,558,
NM_014882,1917,
NM_014883,3072,
NM_014880,699,
NM_014881,3123,
NM_001348990,1680,
NM_005607,3225,
NM_005604,1332,
NM_001348993,1680,
NM_001348994,1680,
NM_001348995,1680,
NM_001348996,1473,
NM_032588,1062,
NM_032587,3114,
NM_032584,2520,
NM_032583,4149,
NM_032582,4815,
NM_032581,1566,
NM_005609,2529,
NM_001174159,1365,
NM_004723,2877,
NM_001177507,1632,
NM_001352783,2331,
NM_001352412,1323,
NM_001352413,1344,
NM_001352410,1323,
NM_001352411,1323,
NM_001352416,1356,
NM_001352417,1869,
NM_001352414,1344,
NM_001352415,1356,
NM_001352418,1713,
NM_001077639,1635,
NM_001350819,1452,
NM_015689,3030,
NM_015688,3183,
NM_032051,1614,
NM_032050,1926,
NM_032053,2556,
NM_032052,1614,
NM_015683,1224,
NM_015681,615,
NM_015680,1233,
NM_001350814,1785,
NM_001350815,1899,
NM_015685,624,
NM_015684,411,
NM_001162498,1035,
NM_004729,2085,
NM_001242789,1320,
NM_001099751,1989,
NM_001099750,1992,
NM_001099753,1989,
NM_001099752,1992,
NM_001099755,1635,
NM_001099754,1992,
NM_001099756,1983,
NM_001310142,1251,
NM_001310140,1251,
NM_212543,1035,
NM_212540,390,
NM_001098802,2169,
NM_001098800,2220,
NM_001098801,819,
NM_001098805,2472,
NM_001098808,591,
NM_183400,1425,
NM_001204447,603,
NM_012484,2175,
NM_012485,2130,
NM_012486,1344,
NM_001204446,603,
NM_012481,1530,
NM_012482,2688,
NM_012483,393,
NM_001071775,249,
NM_001330601,456,
NM_001280548,1089,
NM_001280549,975,
NM_052872,492,
NM_001280541,3705,
NM_001280542,1137,
NM_001280543,1104,
NM_001280544,1239,
NM_001280545,3276,
NM_001280546,3099,
NM_001280547,1074,
NM_001284259,5463,
NM_032740,648,
NM_001284251,891,
NM_001284252,888,
NM_001284253,759,
NM_001284254,720,
NM_001284255,591,
NM_001284256,414,
NM_001284257,411,
NM_000407,621,
NM_032744,693,
NM_001283015,708,
NM_000403,1047,
NM_052999,861,
NM_001320178,1584,
NM_000727,669,
NM_000724,1818,
NM_000725,1455,
NM_000722,3276,
NM_000723,1797,
NM_000720,6546,
NM_000721,6813,
NM_001304561,1449,
NM_001350103,1698,
NM_001350100,3588,
NM_001320173,2013,
NM_001350106,582,
NM_001258433,942,
NM_000728,384,
NM_000729,348,
NM_001354408,720,
NM_001350025,1122,
NM_178339,513,
NM_001162505,804,
NM_000409,606,
NM_001031827,459,
NM_001354402,2211,
NM_178331,342,
NM_001293104,1386,
NM_001349346,858,
NM_178332,339,
NM_178335,1449,
NM_053027,5592,
NM_199285,1071,
NM_178336,372,
NM_001354400,3462,
NM_133629,651,
NM_001162501,5502,
NM_001354405,720,
NM_001017371,2142,
NM_001017370,843,
NM_001017373,1563,
NM_001017372,1860,
NM_001282946,1278,
NM_004890,684,
NM_001282944,1185,
NM_001282940,1554,
NM_001282941,492,
NM_001351370,4272,
NM_001282948,7077,
NM_001282949,693,
NM_001243211,570,
NM_001243212,801,
NM_013449,5718,
NM_001351377,1581,
NM_153710,2043,
NM_153711,930,
NM_153712,1134,
NM_153713,1014,
NM_153714,558,
NM_153716,1206,
NM_153717,2979,
NM_153718,1569,
NM_153719,1569,
NM_001351375,162,
NM_001171251,1941,
NM_001171252,342,
NM_001251904,2013,
NM_001251905,1866,
NM_001251902,2001,
NM_001330609,3036,
NM_001251901,441,
NM_172198,1911,
NM_006391,3117,
NM_006390,3114,
NM_006393,3045,
NM_006392,1785,
NM_006395,2112,
NM_006397,900,
NM_006396,600,
NM_006399,378,
NM_006398,498,
NM_001127487,8079,
NM_172193,1221,
NM_001127482,474,
NM_001318760,789,
NM_001321012,1338,
NM_024669,1845,
NM_024668,1884,
NM_024661,1236,
NM_024660,1068,
NM_024663,1572,
NM_024662,3078,
NM_024665,1545,
NM_024664,936,
NM_024667,858,
NM_024666,948,
NM_001014972,5937,
NM_001287239,921,
NM_032377,252,
NM_001287237,675,
NM_152393,1866,
NM_152392,414,
NM_152391,609,
NM_152390,894,
NM_152397,618,
NM_001122665,1983,
NM_152395,588,
NM_152394,1992,
NM_152399,393,
NM_152398,300,
NM_001242992,1782,
NM_001145783,330,
NM_001320949,1380,
NM_001320948,1380,
NM_001320941,2142,
NM_001001389,2100,
NM_001320942,2721,
NM_001320945,1071,
NM_001320944,1380,
NM_001081450,1899,
NM_001278491,366,
NM_001352709,3207,
NM_001270929,1344,
NM_001270928,1344,
NM_001270927,1437,
NM_020378,621,
NM_001198852,1767,
NM_001198853,1263,
NM_001198850,1869,
NM_001198851,1869,
NM_001198854,1167,
NM_001198855,1263,
NM_001198858,684,
NM_001278492,366,
NM_201446,822,
NM_201444,2208,
NM_201445,2208,
NM_201442,2067,
NM_201443,918,
NM_201440,960,
NM_201441,1176,
NM_001267033,873,
NM_001267037,936,
NM_001267036,1293,
NM_001267035,1563,
NM_182789,1203,
NM_001267039,1770,
NM_001267038,810,
NM_001184746,609,
NM_020751,1974,
NM_020750,3615,
NM_054022,642,
NM_020752,3648,
NM_001206890,2499,
NM_001329150,984,
NM_054026,735,
NM_054027,1479,
NM_020759,14103,
NM_001321701,585,
NM_001321702,585,
NM_001321703,4395,
NM_001321704,585,
NM_001321705,462,
NM_001321706,240,
NM_001321707,4395,
NM_198276,597,
NM_198277,1518,
NM_198274,1473,
NM_198275,708,
NM_198273,921,
NM_198270,4893,
NM_198271,1683,
NM_001349106,654,
NM_022566,1089,
NM_032888,5583,
NM_022567,1446,
NM_001039724,1521,
NM_016651,2511,
NM_001317387,891,
NM_001317381,2613,
NM_001317383,2397,
NM_001317382,2442,
NM_001303252,1074,
NM_177947,1140,
NM_181492,5817,
NM_181493,534,
NM_001303256,3099,
NM_001303257,3090,
NM_001303254,798,
NM_001303255,2259,
NM_144488,3597,
NM_144489,936,
NM_001267052,2790,
NM_144495,513,
NM_001349100,2745,
NM_203354,2379,
NM_203355,2286,
NM_203356,2328,
NM_203350,993,
NM_203351,1974,
NM_001134368,603,
NM_001134369,1275,
NM_001134366,1758,
NM_001134367,2166,
NM_001134364,3408,
NM_001134363,3684,
NM_001242608,2181,
NM_198498,711,
NM_001199811,2847,
NM_198493,801,
NM_198490,639,
NM_001199812,2829,
NM_001199815,501,
NM_198494,1581,
NM_198495,2334,
NM_003120,813,
NM_001319122,1299,
NM_145689,2127,
NM_018848,1713,
NM_145685,1422,
NM_001025367,1170,
NM_145687,3639,
NM_018849,3861,
NM_018662,2565,
NM_018699,1893,
NM_018847,1854,
NM_001164267,1671,
NM_006760,555,
NM_001130997,687,
NM_001130996,2508,
NM_001130991,3000,
NM_001130993,462,
NM_001130992,474,
NM_001278608,1581,
NM_006763,477,
NM_001286748,1287,
NM_001286749,1386,
NM_001286745,579,
NM_001286746,1905,
NM_001286747,1470,
NM_001286740,1143,
NM_001286741,1263,
NM_001286742,1263,
NM_001308333,1083,
NM_005448,1179,
NM_005449,1173,
NM_001256021,861,
NM_001030001,204,
NM_001318170,1731,
NM_001025389,2304,
NM_005441,1680,
NM_005442,2061,
NM_005443,1875,
NM_005444,900,
NM_005445,3654,
NM_005446,1326,
NM_005447,1308,
NM_080838,843,
NM_001243552,345,
NM_080834,1719,
NM_080832,1149,
NM_080833,1995,
NM_001302617,390,
NM_080831,552,
NM_001271209,264,
NM_001271208,25683,
NM_001281520,2523,
NM_001105550,1551,
NM_001244714,1392,
NM_133506,519,
NM_130769,390,
NM_032217,7812,
NM_001281529,711,
NM_032214,786,
NM_001202409,339,
NM_001202408,447,
NM_001202407,1491,
NM_001202406,1809,
NM_001202404,1428,
NM_001202403,1179,
NM_032219,1680,
NM_001347620,471,
NM_001159323,1584,
NM_001159322,1656,
NM_001164507,25578,
NM_130760,1149,
NM_001105552,1551,
NM_001291784,447,
NM_001282872,1296,
NM_133504,753,
NM_001282873,8397,
NM_181351,2577,
NM_001282876,651,
NM_001008269,480,
NM_181356,987,
NM_001278789,1038,
NM_181354,2520,
NM_001278785,381,
NM_001278784,768,
NM_001278786,381,
NM_001144000,2061,
NM_001039958,1194,
NM_001144002,1761,
NM_001144003,2538,
NM_001270550,432,
NM_001270551,432,
NM_001144006,2538,
NM_001144008,2538,
NM_001144009,2538,
NM_001324342,1458,
NM_001282878,969,
NM_133502,1962,
NM_001282879,759,
NM_001300961,2589,
NM_003337,459,
NM_173833,1488,
NM_001320264,1257,
NM_173831,1116,
NM_173830,1383,
NM_001113482,1374,
NM_173834,711,
NM_001105556,1932,
NM_001354849,2778,
NM_001350340,3078,
NM_001354491,1599,
NM_001304763,3714,
NM_001304762,498,
NM_001304760,342,
NM_001354845,1143,
NM_001304764,3714,
NM_138559,732,
NM_138558,630,
NM_001290285,732,
NM_138555,2883,
NM_138554,2520,
NM_138557,1920,
NM_138551,192,
NM_134421,582,
NM_001010983,1116,
NM_134425,675,
NM_134424,1257,
NM_134427,507,
NM_134426,2223,
NM_134428,2250,
NM_001350692,2211,
NM_001350693,2211,
NM_001350690,2211,
NM_001350691,2211,
NM_001350696,2211,
NM_001350697,2211,
NM_001350694,2211,
NM_001350695,2211,
NM_001350698,4392,
NM_001350699,3492,
NM_001009608,1227,
NM_001009609,426,
NM_001009606,1029,
NM_001042635,948,
NM_001042632,459,
NM_001042633,477,
NM_001042631,348,
NM_001025604,1209,
NM_001300960,1377,
NM_001025603,1851,
NM_001114135,1218,
NM_001114134,2076,
NM_001114137,1152,
NM_001114136,1218,
NM_001013663,423,
NM_016298,2130,
NM_001013661,1245,
NM_001013660,1881,
NM_033023,591,
NM_016297,1518,
NM_001114139,1077,
NM_001114138,1152,
NM_016293,1794,
NM_016292,2115,
NM_017528,846,
NM_017525,4656,
NM_017526,396,
NM_001346418,1395,
NM_017520,2583,
NM_017521,717,
NM_017522,2103,
NM_017523,906,
NM_173165,3228,
NM_001172813,963,
NM_001172810,1782,
NM_001172811,963,
NM_173161,459,
NM_173160,270,
NM_173163,3198,
NM_173162,2199,
NM_001172818,1743,
NM_001172819,1098,
NM_018193,3807,
NM_001297773,1287,
NM_001297772,4557,
NM_001297771,648,
NM_001297770,207,
NM_001297777,2079,
NM_001297776,1161,
NM_001297775,840,
NM_001297774,1149,
NM_001297779,483,
NM_001297778,840,
NM_001195518,1431,
NM_001195519,837,
NM_001253698,4041,
NM_001253699,4260,
NM_001164549,1644,
NM_001164548,1656,
NM_001282683,1104,
NM_000258,588,
NM_000259,5568,
NM_000256,3825,
NM_000257,5808,
NM_000254,3798,
NM_000255,2253,
NM_000252,1812,
NM_001164546,1680,
NM_000250,2238,
NM_001253697,4239,
NM_006153,1134,
NM_006152,1500,
NM_006151,2139,
NM_006150,1848,
NM_006157,2433,
NM_006156,246,
NM_006155,1086,
NM_006154,2703,
NM_001160042,1641,
NM_006159,2451,
NM_006158,1632,
NM_148923,405,
NM_001160047,2463,
NM_148921,1755,
NM_001160045,2937,
NM_001351563,2088,
NM_001128616,1599,
NM_001128615,1677,
NM_001351560,2244,
NM_001351567,1458,
NM_001351566,882,
NM_001351565,1050,
NM_001351564,2040,
NM_001351569,1347,
NM_001351568,1347,
NM_001128619,177,
NM_001128618,486,
NM_016438,300,
NM_001199179,2760,
NM_016430,327,
NM_016433,630,
NM_001348412,2388,
NM_001199172,2379,
NM_001348414,2280,
NM_016437,1356,
NM_016436,3039,
NM_001080476,873,
NM_001080477,8100,
NM_001080474,2769,
NM_001080475,2286,
NM_001080472,789,
NM_001080470,1638,
NM_014780,5097,
NM_199229,687,
NM_014783,3072,
NM_001080478,1545,
NM_001080479,5196,
NM_001353715,1497,
NM_014784,4569,
NM_001324222,1437,
NM_001353710,1425,
NM_001353711,1422,
NM_001098270,1602,
NM_001098272,1563,
NM_000878,1656,
NM_000879,405,
NM_144653,1764,
NM_001164508,25578,
NM_000872,1338,
NM_000873,828,
NM_000870,1167,
NM_000871,1323,
NM_000876,7476,
NM_001306188,480,
NM_000874,996,
NM_000875,4104,
NM_001114617,1338,
NM_001143785,2085,
NM_012254,2073,
NM_001252634,1386,
NM_021116,3360,
NM_001166053,633,
NM_001166052,633,
NM_001282333,948,
NM_001166050,2277,
NM_001282335,3060,
NM_001166056,1359,
NM_001349436,1122,
NM_001166054,633,
NM_031267,4359,
NM_031266,999,
NM_001166059,765,
NM_001166058,2193,
NM_031263,1395,
NM_031262,1392,
NM_021111,2916,
NM_178559,2439,
NM_178558,1593,
NM_178550,909,
NM_178553,1239,
NM_178552,588,
NM_178554,1986,
NM_178557,909,
NM_178556,1407,
NM_001347872,1335,
NM_001322413,2445,
NM_001322412,2445,
NM_001322415,2364,
NM_001322414,2364,
NM_001099652,1290,
NM_001322416,1365,
NM_001322419,282,
NM_001322418,282,
NM_001077469,1023,
NM_001099658,2127,
NM_173527,1023,
NM_001005522,939,
NM_001005527,423,
NM_001005526,435,
NM_025232,774,
NM_015278,3744,
NM_015279,2286,
NM_015276,1578,
NM_015277,2868,
NM_015274,3030,
NM_015275,3522,
NM_015272,3948,
NM_018602,1281,
NM_015271,2316,
NM_019558,873,
NM_019557,879,
NM_019556,642,
NM_019555,1581,
NM_019554,306,
NM_001346263,2559,
NM_001005291,3534,
NM_001005290,933,
NM_001283060,435,
NM_001258400,1242,
NM_001258401,3123,
NM_001258402,2076,
NM_001258403,2244,
NM_001258406,1446,
NM_001354473,273,
NM_001354470,576,
NM_001354471,1197,
NM_001162530,2271,
NM_001354477,1599,
NM_001354475,1599,
NM_001354478,3390,
NM_001354479,3405,
NM_001390,2232,
NM_001391,1713,
NM_001330249,1137,
NM_001330248,1071,
NM_004146,414,
NM_004147,1104,
NM_001396,2292,
NM_001397,2313,
NM_001398,987,
NM_001399,1176,
NM_001330241,1461,
NM_001330240,288,
NM_001330247,1071,
NM_001330246,1434,
NM_001330245,978,
NM_001330244,288,
NM_001321142,717,
NM_001321143,495,
NM_001321146,1299,
NM_001321147,1155,
NM_001321144,495,
NM_001321145,1425,
NM_001321148,4101,
NM_001321149,4083,
NM_001037498,342,
NM_001037499,210,
NM_001354780,756,
NM_001037497,204,
NM_015490,3540,
NM_015491,2418,
NM_001354784,471,
NM_015497,1668,
NM_201566,1281,
NM_001646,384,
NM_001647,570,
NM_001644,711,
NM_001645,252,
NM_001642,2292,
NM_001643,303,
NM_001640,2199,
NM_001641,957,
NM_001648,786,
NM_001649,4851,
NM_001283024,438,
NM_001289745,1008,
NM_001289746,1008,
NM_001281518,585,
NM_001281512,1380,
NM_001281513,1359,
NM_001244724,1014,
NM_001281517,2136,
NM_144978,1998,
NM_181309,696,
NM_144970,960,
NM_144972,999,
NM_181303,2547,
NM_144974,822,
NM_144975,2676,
NM_144976,1662,
NM_181307,264,
NM_001193640,3885,
NM_001351958,1554,
NM_001351959,1554,
NM_001193646,849,
NM_147156,1242,
NM_001351957,1623,
NM_001355437,6414,
NM_001355436,6987,
NM_000119,2166,
NM_001287580,768,
NM_001287583,1656,
NM_001287582,1422,
NM_001242375,225,
NM_003347,465,
NM_001242377,1158,
NM_001242376,1317,
NM_001287589,339,
NM_000110,3078,
NM_000113,999,
NM_000112,2220,
NM_000115,1329,
NM_000117,765,
NM_000116,879,
NM_018284,1788,
NM_003348,459,
NM_001205201,1233,
NM_001170331,1263,
NM_001170330,600,
NM_001205206,1470,
NM_001205207,1656,
NM_018285,555,
NM_001001998,2658,
NM_001009584,903,
NM_001001996,918,
NM_001352079,1326,
NM_001146264,1803,
NM_001146265,1113,
NM_001146262,1725,
NM_001146260,1122,
NM_001146261,1860,
NM_001080139,867,
NM_001080138,867,
NM_001080137,867,
NM_006181,1743,
NM_018286,405,
NM_001024401,1275,
NM_001145511,1506,
NM_012255,2853,
NM_001145513,1245,
NM_001145512,1665,
NM_001145515,1041,
NM_001145514,1305,
NM_001171508,441,
NM_018287,2541,
NM_001002911,1062,
NM_001254717,1998,
NM_001002916,528,
NM_006183,513,
