transcript,double_bases,double_percent,single_bases,single_percent
PB2015.16314.1_10,68.0,0.68,32.0,0.32
PB2015.16314.1_13,66.0,0.66,34.0,0.34
PB2015.16314.1_12,72.0,0.72,28.0,0.28
PB2015.2912.4_2,60.0,0.6,40.0,0.4
PB2015.2912.4_3,58.0,0.58,42.0,0.42
PB2015.2912.4_0,68.0,0.68,32.0,0.32
PB2015.2912.4_1,62.0,0.62,38.0,0.38
PB2015.2912.4_6,60.0,0.6,40.0,0.4
PB2015.2912.4_7,48.0,0.48,52.0,0.52
PB2015.2912.4_4,56.0,0.56,44.0,0.44
PB2015.2912.4_5,62.0,0.62,38.0,0.38
PB2015.10174.2_0,58.0,0.58,42.0,0.42
PB2015.10174.2_1,58.0,0.58,42.0,0.42
PB2015.2912.4_8,52.0,0.52,48.0,0.48
PB2015.364.3_9,58.0,0.58,42.0,0.42
PB2015.364.3_8,68.0,0.68,32.0,0.32
PB2015.364.3_7,66.0,0.66,34.0,0.34
PB2015.364.3_6,66.0,0.66,34.0,0.34
PB2015.364.3_5,68.0,0.68,32.0,0.32
PB2015.364.3_4,64.0,0.64,36.0,0.36
PB2015.364.3_3,66.0,0.66,34.0,0.34
PB2015.364.3_2,70.0,0.7,30.0,0.3
PB2015.364.3_1,70.0,0.7,30.0,0.3
PB2015.364.3_0,70.0,0.7,30.0,0.3
PB2015.9833.1_30,60.0,0.6,40.0,0.4
PB2015.9833.1_31,68.0,0.68,32.0,0.32
PB2015.9833.1_32,58.0,0.58,42.0,0.42
PB2015.9833.1_33,64.0,0.64,36.0,0.36
PB2015.9833.1_34,62.0,0.62,38.0,0.38
PB2015.9833.1_35,64.0,0.64,36.0,0.36
PB2015.9833.1_36,60.0,0.6,40.0,0.4
PB2015.9833.1_37,66.0,0.66,34.0,0.34
PB2015.9833.1_38,60.0,0.6,40.0,0.4
PB2015.9833.1_39,64.0,0.64,36.0,0.36
PB2015.1402.1_16,50.0,0.5,50.0,0.5
PB2015.1402.1_17,50.0,0.5,50.0,0.5
PB2015.1402.1_14,56.0,0.56,44.0,0.44
PB2015.1402.1_15,52.0,0.52,48.0,0.48
PB2015.1402.1_12,50.0,0.5,50.0,0.5
PB2015.1402.1_13,52.0,0.52,48.0,0.48
PB2015.1402.1_10,50.0,0.5,50.0,0.5
PB2015.1402.1_11,46.0,0.46,54.0,0.54
PB2015.9612.4_2,56.0,0.56,44.0,0.44
PB2015.1402.1_18,56.0,0.56,44.0,0.44
PB2015.1402.1_19,62.0,0.62,38.0,0.38
PB2015.3021.9_29,54.0,0.54,46.0,0.46
PB2015.5094.4_56,60.0,0.6,40.0,0.4
PB2015.5094.4_57,62.0,0.62,38.0,0.38
PB2015.5094.4_54,56.0,0.56,44.0,0.44
PB2015.5094.4_55,52.0,0.52,48.0,0.48
PB2015.5094.4_52,52.0,0.52,48.0,0.48
PB2015.5094.4_53,58.0,0.58,42.0,0.42
PB2015.5094.4_50,48.0,0.48,52.0,0.52
PB2015.5094.4_51,56.0,0.56,44.0,0.44
PB2015.9612.4_8,58.0,0.58,42.0,0.42
PB2015.9612.4_9,38.0,0.38,62.0,0.62
PB2015.13743.2_24,56.0,0.56,44.0,0.44
PB2015.13743.2_25,56.0,0.56,44.0,0.44
PB2015.13743.2_26,46.0,0.46,54.0,0.54
PB2015.13743.2_27,54.0,0.54,46.0,0.46
PB2015.13743.2_20,56.0,0.56,44.0,0.44
PB2015.13743.2_21,62.0,0.62,38.0,0.38
PB2015.13743.2_22,66.0,0.66,34.0,0.34
PB2015.9147.1_29,60.0,0.6,40.0,0.4
PB2015.856.19_33,62.0,0.62,38.0,0.38
PB2015.856.19_32,64.0,0.64,36.0,0.36
PB2015.856.19_31,50.0,0.5,50.0,0.5
PB2015.856.19_30,48.0,0.48,52.0,0.52
PB2015.856.19_37,50.0,0.5,50.0,0.5
PB2015.856.19_36,52.0,0.52,48.0,0.48
PB2015.856.19_35,70.0,0.7,30.0,0.3
PB2015.856.19_34,56.0,0.56,44.0,0.44
PB2015.8551.1_26,58.0,0.58,42.0,0.42
PB2015.1048.9_2,68.0,0.68,32.0,0.32
PB2015.1048.9_3,64.0,0.64,36.0,0.36
PB2015.1048.9_0,66.0,0.66,34.0,0.34
PB2015.1048.9_1,66.0,0.66,34.0,0.34
PB2015.1048.9_6,64.0,0.64,36.0,0.36
PB2015.1048.9_7,54.0,0.54,46.0,0.46
PB2015.1048.9_4,62.0,0.62,38.0,0.38
PB2015.1048.9_5,62.0,0.62,38.0,0.38
PB2015.1048.9_8,54.0,0.54,46.0,0.46
PB2015.4781.1_0,52.0,0.52,48.0,0.48
PB2015.3282.2_28,66.0,0.66,34.0,0.34
PB2015.3282.2_29,62.0,0.62,38.0,0.38
PB2015.3282.2_26,70.0,0.7,30.0,0.3
PB2015.3282.2_27,60.0,0.6,40.0,0.4
PB2015.3282.2_24,58.0,0.58,42.0,0.42
PB2015.3282.2_25,58.0,0.58,42.0,0.42
PB2015.3282.2_22,60.0,0.6,40.0,0.4
PB2015.3282.2_23,64.0,0.64,36.0,0.36
PB2015.3282.2_20,56.0,0.56,44.0,0.44
PB2015.3282.2_21,56.0,0.56,44.0,0.44
PB2015.13090.1_1,58.0,0.58,42.0,0.42
PB2015.13090.1_0,66.0,0.66,34.0,0.34
PB2015.13355.8_47,60.0,0.6,40.0,0.4
PB2015.13355.8_46,58.0,0.58,42.0,0.42
PB2015.13355.8_45,58.0,0.58,42.0,0.42
PB2015.13355.8_44,64.0,0.64,36.0,0.36
PB2015.13355.8_43,60.0,0.6,40.0,0.4
PB2015.13355.8_42,50.0,0.5,50.0,0.5
PB2015.13355.8_41,54.0,0.54,46.0,0.46
PB2015.13355.8_40,56.0,0.56,44.0,0.44
PB2015.13068.2_3,70.0,0.7,30.0,0.3
PB2015.13068.2_2,68.0,0.68,32.0,0.32
PB2015.13068.2_1,68.0,0.68,32.0,0.32
PB2015.13068.2_0,74.0,0.74,26.0,0.26
PB2015.13068.2_6,62.0,0.62,38.0,0.38
PB2015.13068.2_5,62.0,0.62,38.0,0.38
PB2015.13068.2_4,70.0,0.7,30.0,0.3
PB2015.13782.1_14,56.0,0.56,44.0,0.44
PB2015.11073.1_10,50.0,0.5,50.0,0.5
PB2015.11241.7_4,60.0,0.6,40.0,0.4
PB2015.11241.7_1,58.0,0.58,42.0,0.42
PB2015.11241.7_0,62.0,0.62,38.0,0.38
PB2015.11241.7_3,62.0,0.62,38.0,0.38
PB2015.11241.7_2,54.0,0.54,46.0,0.46
PB2015.24.2_109,46.0,0.46,54.0,0.54
PB2015.24.2_108,62.0,0.62,38.0,0.38
PB2015.24.2_105,62.0,0.62,38.0,0.38
PB2015.24.2_104,58.0,0.58,42.0,0.42
PB2015.24.2_107,64.0,0.64,36.0,0.36
PB2015.24.2_106,50.0,0.5,50.0,0.5
PB2015.24.2_101,52.0,0.52,48.0,0.48
PB2015.24.2_100,52.0,0.52,48.0,0.48
PB2015.24.2_103,60.0,0.6,40.0,0.4
PB2015.24.2_102,54.0,0.54,46.0,0.46
PB2015.15381.2_1,60.0,0.6,40.0,0.4
PB2015.15381.2_0,60.0,0.6,40.0,0.4
PB2015.15381.2_2,56.0,0.56,44.0,0.44
PB2015.15857.2_13,66.0,0.66,34.0,0.34
PB2015.16327.4_49,60.0,0.6,40.0,0.4
PB2015.16327.4_48,60.0,0.6,40.0,0.4
PB2015.16327.4_47,60.0,0.6,40.0,0.4
PB2015.16327.4_46,60.0,0.6,40.0,0.4
PB2015.16327.4_45,58.0,0.58,42.0,0.42
PB2015.16327.4_44,58.0,0.58,42.0,0.42
PB2015.16327.4_43,56.0,0.56,44.0,0.44
PB2015.15857.2_11,68.0,0.68,32.0,0.32
PB2015.16327.4_41,58.0,0.58,42.0,0.42
PB2015.16327.4_40,60.0,0.6,40.0,0.4
PB2015.9945.1_6,62.0,0.62,38.0,0.38
PB2015.9945.1_7,52.0,0.52,48.0,0.48
PB2015.9945.1_4,68.0,0.68,32.0,0.32
PB2015.9945.1_5,64.0,0.64,36.0,0.36
PB2015.9945.1_2,62.0,0.62,38.0,0.38
PB2015.9945.1_3,56.0,0.56,44.0,0.44
PB2015.9945.1_0,68.0,0.68,32.0,0.32
PB2015.9945.1_1,66.0,0.66,34.0,0.34
PB2015.9945.1_8,64.0,0.64,36.0,0.36
PB2015.9945.1_9,52.0,0.52,48.0,0.48
PB2015.7126.1_88,48.0,0.48,52.0,0.52
PB2015.7126.1_89,54.0,0.54,46.0,0.46
PB2015.7126.1_82,52.0,0.52,48.0,0.48
PB2015.7126.1_83,46.0,0.46,54.0,0.54
PB2015.7126.1_80,52.0,0.52,48.0,0.48
PB2015.7126.1_81,44.0,0.44,56.0,0.56
PB2015.7126.1_86,56.0,0.56,44.0,0.44
PB2015.7126.1_87,48.0,0.48,52.0,0.52
PB2015.7126.1_84,42.0,0.42,58.0,0.58
PB2015.7126.1_85,44.0,0.44,56.0,0.56
PB2015.13503.1_149,60.0,0.6,40.0,0.4
PB2015.13503.1_148,64.0,0.64,36.0,0.36
PB2015.13503.1_147,68.0,0.68,32.0,0.32
PB2015.13503.1_146,64.0,0.64,36.0,0.36
PB2015.9433.3_4,64.0,0.64,36.0,0.36
PB2015.13503.1_144,58.0,0.58,42.0,0.42
PB2015.13503.1_143,62.0,0.62,38.0,0.38
PB2015.13503.1_142,68.0,0.68,32.0,0.32
PB2015.13503.1_141,58.0,0.58,42.0,0.42
PB2015.9433.3_1,64.0,0.64,36.0,0.36
PB2015.6033.1_59,62.0,0.62,38.0,0.38
PB2015.6033.1_58,60.0,0.6,40.0,0.4
PB2015.433.3_21,58.0,0.58,42.0,0.42
PB2015.433.3_20,52.0,0.52,48.0,0.48
PB2015.433.3_24,62.0,0.62,38.0,0.38
PB2015.6033.1_51,68.0,0.68,32.0,0.32
PB2015.6033.1_50,66.0,0.66,34.0,0.34
PB2015.6033.1_53,56.0,0.56,44.0,0.44
PB2015.6033.1_52,60.0,0.6,40.0,0.4
PB2015.6033.1_55,66.0,0.66,34.0,0.34
PB2015.6033.1_54,60.0,0.6,40.0,0.4
PB2015.6033.1_57,56.0,0.56,44.0,0.44
PB2015.6033.1_56,66.0,0.66,34.0,0.34
PB2015.5688.10_39,54.0,0.54,46.0,0.46
PB2015.5688.10_38,58.0,0.58,42.0,0.42
PB2015.5688.10_31,56.0,0.56,44.0,0.44
PB2015.5688.10_30,56.0,0.56,44.0,0.44
PB2015.5688.10_33,50.0,0.5,50.0,0.5
PB2015.5688.10_32,48.0,0.48,52.0,0.52
PB2015.5688.10_35,56.0,0.56,44.0,0.44
PB2015.5688.10_34,56.0,0.56,44.0,0.44
PB2015.5688.10_37,58.0,0.58,42.0,0.42
PB2015.5688.10_36,56.0,0.56,44.0,0.44
PB2015.6083.1_11,62.0,0.62,38.0,0.38
PB2015.15534.2_48,62.0,0.62,38.0,0.38
PB2015.15534.2_49,60.0,0.6,40.0,0.4
PB2015.15534.2_40,56.0,0.56,44.0,0.44
PB2015.15534.2_41,52.0,0.52,48.0,0.48
PB2015.15534.2_42,48.0,0.48,52.0,0.52
PB2015.15534.2_43,48.0,0.48,52.0,0.52
PB2015.15534.2_44,60.0,0.6,40.0,0.4
PB2015.15534.2_45,62.0,0.62,38.0,0.38
PB2015.15534.2_46,62.0,0.62,38.0,0.38
PB2015.15534.2_47,58.0,0.58,42.0,0.42
PB2015.2260.2_20,52.0,0.52,48.0,0.48
PB2015.15561.2_15,56.0,0.56,44.0,0.44
PB2015.15561.2_14,56.0,0.56,44.0,0.44
PB2015.15561.2_17,54.0,0.54,46.0,0.46
PB2015.15561.2_16,50.0,0.5,50.0,0.5
PB2015.15561.2_11,48.0,0.48,52.0,0.52
PB2015.15561.2_10,50.0,0.5,50.0,0.5
PB2015.15561.2_13,38.0,0.38,62.0,0.62
PB2015.15561.2_12,44.0,0.44,56.0,0.56
PB2015.15561.2_19,56.0,0.56,44.0,0.44
PB2015.15561.2_18,56.0,0.56,44.0,0.44
PB2015.4839.1_19,48.0,0.48,52.0,0.52
PB2015.4839.1_18,52.0,0.52,48.0,0.48
PB2015.4839.1_15,58.0,0.58,42.0,0.42
PB2015.4839.1_14,56.0,0.56,44.0,0.44
PB2015.4839.1_17,52.0,0.52,48.0,0.48
PB2015.4839.1_16,52.0,0.52,48.0,0.48
PB2015.4839.1_11,48.0,0.48,52.0,0.52
PB2015.4839.1_10,48.0,0.48,52.0,0.52
PB2015.4839.1_13,56.0,0.56,44.0,0.44
PB2015.4839.1_12,50.0,0.5,50.0,0.5
PB2015.2225.3_8,58.0,0.58,42.0,0.42
PB2015.2225.3_9,56.0,0.56,44.0,0.44
PB2015.2225.3_4,58.0,0.58,42.0,0.42
PB2015.2225.3_5,58.0,0.58,42.0,0.42
PB2015.2225.3_6,60.0,0.6,40.0,0.4
PB2015.2225.3_7,56.0,0.56,44.0,0.44
PB2015.2225.3_0,56.0,0.56,44.0,0.44
PB2015.2225.3_1,50.0,0.5,50.0,0.5
PB2015.2225.3_2,46.0,0.46,54.0,0.54
PB2015.2225.3_3,56.0,0.56,44.0,0.44
PB2015.12417.2_19,64.0,0.64,36.0,0.36
PB2015.465.3_108,56.0,0.56,44.0,0.44
PB2015.465.3_109,52.0,0.52,48.0,0.48
PB2015.465.3_102,56.0,0.56,44.0,0.44
PB2015.15631.1_19,70.0,0.7,30.0,0.3
PB2015.8832.11_70,62.0,0.62,38.0,0.38
PB2015.8832.11_71,64.0,0.64,36.0,0.36
PB2015.8832.11_72,60.0,0.6,40.0,0.4
PB2015.2947.2_47,66.0,0.66,34.0,0.34
PB2015.2947.2_46,56.0,0.56,44.0,0.44
PB2015.2947.2_45,56.0,0.56,44.0,0.44
PB2015.2947.2_44,58.0,0.58,42.0,0.42
PB2015.2947.2_43,56.0,0.56,44.0,0.44
PB2015.2947.2_42,52.0,0.52,48.0,0.48
PB2015.2947.2_41,60.0,0.6,40.0,0.4
PB2015.2947.2_40,58.0,0.58,42.0,0.42
PB2015.14672.3_158,48.0,0.48,52.0,0.52
PB2015.14672.3_159,36.0,0.36,64.0,0.64
PB2015.14672.3_154,54.0,0.54,46.0,0.46
PB2015.14672.3_155,52.0,0.52,48.0,0.48
PB2015.14672.3_156,42.0,0.42,58.0,0.58
PB2015.14672.3_157,38.0,0.38,62.0,0.62
PB2015.14672.3_150,60.0,0.6,40.0,0.4
PB2015.14672.3_151,56.0,0.56,44.0,0.44
PB2015.14672.3_152,52.0,0.52,48.0,0.48
PB2015.14672.3_153,56.0,0.56,44.0,0.44
PB2015.3916.5_8,62.0,0.62,38.0,0.38
PB2015.2281.4_58,48.0,0.48,52.0,0.52
PB2015.3916.5_0,62.0,0.62,38.0,0.38
PB2015.3916.5_1,60.0,0.6,40.0,0.4
PB2015.3916.5_2,56.0,0.56,44.0,0.44
PB2015.3916.5_3,60.0,0.6,40.0,0.4
PB2015.2281.4_55,48.0,0.48,52.0,0.52
PB2015.3916.5_5,58.0,0.58,42.0,0.42
PB2015.2281.4_57,50.0,0.5,50.0,0.5
PB2015.2281.4_56,44.0,0.44,56.0,0.56
PB2015.2238.3_51,68.0,0.68,32.0,0.32
PB2015.2238.3_52,72.0,0.72,28.0,0.28
PB2015.2238.3_53,62.0,0.62,38.0,0.38
PB2015.14500.1_58,64.0,0.64,36.0,0.36
PB2015.14500.1_59,60.0,0.6,40.0,0.4
PB2015.14500.1_54,62.0,0.62,38.0,0.38
PB2015.14500.1_55,66.0,0.66,34.0,0.34
PB2015.14500.1_56,68.0,0.68,32.0,0.32
PB2015.14500.1_57,62.0,0.62,38.0,0.38
PB2015.14500.1_50,68.0,0.68,32.0,0.32
PB2015.14500.1_51,74.0,0.74,26.0,0.26
PB2015.14500.1_52,74.0,0.74,26.0,0.26
PB2015.14500.1_53,68.0,0.68,32.0,0.32
PB2015.9673.2_1,68.0,0.68,32.0,0.32
PB2015.9673.2_0,68.0,0.68,32.0,0.32
PB2015.9673.2_3,52.0,0.52,48.0,0.48
PB2015.9673.2_2,64.0,0.64,36.0,0.36
PB2015.9673.2_5,56.0,0.56,44.0,0.44
PB2015.9673.2_4,50.0,0.5,50.0,0.5
PB2015.9673.2_7,52.0,0.52,48.0,0.48
PB2015.9673.2_6,56.0,0.56,44.0,0.44
PB2015.9673.2_9,56.0,0.56,44.0,0.44
PB2015.9673.2_8,52.0,0.52,48.0,0.48
PB2015.11673.1_12,58.0,0.58,42.0,0.42
PB2015.11673.1_13,60.0,0.6,40.0,0.4
PB2015.11673.1_10,62.0,0.62,38.0,0.38
PB2015.11673.1_11,58.0,0.58,42.0,0.42
PB2015.11673.1_16,60.0,0.6,40.0,0.4
PB2015.11673.1_17,62.0,0.62,38.0,0.38
PB2015.11673.1_14,60.0,0.6,40.0,0.4
PB2015.11673.1_15,64.0,0.64,36.0,0.36
PB2015.11673.1_18,60.0,0.6,40.0,0.4
PB2015.11673.1_19,60.0,0.6,40.0,0.4
PB2015.9163.2_20,64.0,0.64,36.0,0.36
PB2015.11412.4_0,68.0,0.68,32.0,0.32
PB2015.11412.4_1,68.0,0.68,32.0,0.32
PB2015.11412.4_2,72.0,0.72,28.0,0.28
PB2015.11412.4_3,68.0,0.68,32.0,0.32
PB2015.11412.4_4,62.0,0.62,38.0,0.38
PB2015.11412.4_5,64.0,0.64,36.0,0.36
PB2015.11412.4_6,64.0,0.64,36.0,0.36
PB2015.11412.4_7,64.0,0.64,36.0,0.36
PB2015.11412.4_8,58.0,0.58,42.0,0.42
PB2015.11412.4_9,54.0,0.54,46.0,0.46
PB2015.12154.2_0,64.0,0.64,36.0,0.36
PB2015.2785.2_21,60.0,0.6,40.0,0.4
PB2015.2785.2_20,70.0,0.7,30.0,0.3
PB2015.2785.2_23,68.0,0.68,32.0,0.32
PB2015.2785.2_22,72.0,0.72,28.0,0.28
PB2015.14888.1_9,32.0,0.32,68.0,0.68
PB2015.417.3_1,42.0,0.42,58.0,0.58
PB2015.2766.7_133,62.0,0.62,38.0,0.38
PB2015.2463.2_0,72.0,0.72,28.0,0.28
PB2015.15559.2_0,66.0,0.66,34.0,0.34
PB2015.15559.2_1,64.0,0.64,36.0,0.36
PB2015.15559.2_2,56.0,0.56,44.0,0.44
PB2015.15559.2_3,52.0,0.52,48.0,0.48
PB2015.15559.2_4,56.0,0.56,44.0,0.44
PB2015.2695.3_46,40.0,0.4,60.0,0.6
PB2015.2695.3_47,40.0,0.4,60.0,0.6
PB2015.2695.3_44,42.0,0.42,58.0,0.58
PB2015.2695.3_45,50.0,0.5,50.0,0.5
PB2015.2695.3_42,44.0,0.44,56.0,0.56
PB2015.2695.3_43,32.0,0.32,68.0,0.68
PB2015.2695.3_40,42.0,0.42,58.0,0.58
PB2015.2695.3_41,36.0,0.36,64.0,0.64
PB2015.2695.3_48,56.0,0.56,44.0,0.44
PB2015.2695.3_49,52.0,0.52,48.0,0.48
PB2015.7452.6_10,60.0,0.6,40.0,0.4
PB2015.7452.6_11,62.0,0.62,38.0,0.38
PB2015.7452.6_12,68.0,0.68,32.0,0.32
PB2015.7452.6_13,62.0,0.62,38.0,0.38
PB2015.7452.6_14,60.0,0.6,40.0,0.4
PB2015.7452.6_15,54.0,0.54,46.0,0.46
PB2015.7452.6_16,54.0,0.54,46.0,0.46
PB2015.7452.6_17,52.0,0.52,48.0,0.48
PB2015.7452.6_18,46.0,0.46,54.0,0.54
PB2015.7452.6_19,44.0,0.44,56.0,0.56
PB2015.11073.1_6,56.0,0.56,44.0,0.44
PB2015.11073.1_7,56.0,0.56,44.0,0.44
PB2015.11073.1_4,60.0,0.6,40.0,0.4
PB2015.11073.1_5,64.0,0.64,36.0,0.36
PB2015.11073.1_2,58.0,0.58,42.0,0.42
PB2015.11073.1_3,60.0,0.6,40.0,0.4
PB2015.11073.1_0,68.0,0.68,32.0,0.32
PB2015.11073.1_1,62.0,0.62,38.0,0.38
PB2015.8986.2_9,56.0,0.56,44.0,0.44
PB2015.11073.1_8,40.0,0.4,60.0,0.6
PB2015.11073.1_9,44.0,0.44,56.0,0.56
PB2015.12193.2_40,52.0,0.52,48.0,0.48
PB2015.12193.2_41,52.0,0.52,48.0,0.48
PB2015.12193.2_42,50.0,0.5,50.0,0.5
PB2015.12193.2_43,44.0,0.44,56.0,0.56
PB2015.12193.2_44,50.0,0.5,50.0,0.5
PB2015.12193.2_45,48.0,0.48,52.0,0.52
PB2015.12193.2_46,52.0,0.52,48.0,0.48
PB2015.13541.1_18,42.0,0.42,58.0,0.58
PB2015.13541.1_19,44.0,0.44,56.0,0.56
PB2015.13686.4_7,58.0,0.58,42.0,0.42
PB2015.13686.4_6,64.0,0.64,36.0,0.36
PB2015.13686.4_5,60.0,0.6,40.0,0.4
PB2015.13686.4_4,62.0,0.62,38.0,0.38
PB2015.13686.4_3,60.0,0.6,40.0,0.4
PB2015.13686.4_2,66.0,0.66,34.0,0.34
PB2015.13686.4_1,56.0,0.56,44.0,0.44
PB2015.13686.4_0,62.0,0.62,38.0,0.38
PB2015.7419.1_10,54.0,0.54,46.0,0.46
PB2015.12668.1_9,54.0,0.54,46.0,0.46
PB2015.12668.1_8,56.0,0.56,44.0,0.44
PB2015.12668.1_1,62.0,0.62,38.0,0.38
PB2015.12668.1_0,72.0,0.72,28.0,0.28
PB2015.12668.1_3,66.0,0.66,34.0,0.34
PB2015.12668.1_2,70.0,0.7,30.0,0.3
PB2015.12668.1_5,62.0,0.62,38.0,0.38
PB2015.12668.1_4,64.0,0.64,36.0,0.36
PB2015.12668.1_7,66.0,0.66,34.0,0.34
PB2015.12668.1_6,62.0,0.62,38.0,0.38
PB2015.465.3_28,56.0,0.56,44.0,0.44
PB2015.465.3_29,48.0,0.48,52.0,0.52
PB2015.465.3_20,50.0,0.5,50.0,0.5
PB2015.465.3_21,58.0,0.58,42.0,0.42
PB2015.465.3_22,54.0,0.54,46.0,0.46
PB2015.465.3_23,52.0,0.52,48.0,0.48
PB2015.465.3_24,54.0,0.54,46.0,0.46
PB2015.465.3_25,52.0,0.52,48.0,0.48
PB2015.465.3_26,50.0,0.5,50.0,0.5
PB2015.465.3_27,48.0,0.48,52.0,0.52
PB2015.6893.3_54,60.0,0.6,40.0,0.4
PB2015.250.2_0,66.0,0.66,34.0,0.34
PB2015.250.2_1,66.0,0.66,34.0,0.34
PB2015.16181.1_31,58.0,0.58,42.0,0.42
PB2015.16181.1_30,64.0,0.64,36.0,0.36
PB2015.11242.6_5,58.0,0.58,42.0,0.42
PB2015.11242.6_4,48.0,0.48,52.0,0.52
PB2015.11242.6_3,56.0,0.56,44.0,0.44
PB2015.11242.6_2,50.0,0.5,50.0,0.5
PB2015.11242.6_1,60.0,0.6,40.0,0.4
PB2015.11242.6_0,74.0,0.74,26.0,0.26
PB2015.7126.1_119,58.0,0.58,42.0,0.42
PB2015.7126.1_118,46.0,0.46,54.0,0.54
PB2015.7126.1_115,50.0,0.5,50.0,0.5
PB2015.7126.1_114,44.0,0.44,56.0,0.56
PB2015.7126.1_117,44.0,0.44,56.0,0.56
PB2015.7126.1_116,54.0,0.54,46.0,0.46
PB2015.7126.1_111,58.0,0.58,42.0,0.42
PB2015.7126.1_110,62.0,0.62,38.0,0.38
PB2015.7126.1_113,56.0,0.56,44.0,0.44
PB2015.7126.1_112,58.0,0.58,42.0,0.42
PB2015.12368.1_52,58.0,0.58,42.0,0.42
PB2015.12368.1_53,56.0,0.56,44.0,0.44
PB2015.12368.1_50,58.0,0.58,42.0,0.42
PB2015.12368.1_51,58.0,0.58,42.0,0.42
PB2015.12368.1_56,52.0,0.52,48.0,0.48
PB2015.12368.1_57,56.0,0.56,44.0,0.44
PB2015.12368.1_54,50.0,0.5,50.0,0.5
PB2015.12368.1_55,54.0,0.54,46.0,0.46
PB2015.3874.2_50,62.0,0.62,38.0,0.38
PB2015.3874.2_51,66.0,0.66,34.0,0.34
PB2015.12368.1_58,62.0,0.62,38.0,0.38
PB2015.12368.1_59,56.0,0.56,44.0,0.44
PB2015.16624.5_28,52.0,0.52,48.0,0.48
PB2015.2488.1_3,58.0,0.58,42.0,0.42
PB2015.2488.1_2,64.0,0.64,36.0,0.36
PB2015.16624.5_20,60.0,0.6,40.0,0.4
PB2015.16624.5_21,64.0,0.64,36.0,0.36
PB2015.16624.5_22,62.0,0.62,38.0,0.38
PB2015.16624.5_23,62.0,0.62,38.0,0.38
PB2015.16624.5_24,54.0,0.54,46.0,0.46
PB2015.16624.5_25,52.0,0.52,48.0,0.48
PB2015.16624.5_26,52.0,0.52,48.0,0.48
PB2015.16624.5_27,54.0,0.54,46.0,0.46
PB2015.2488.1_0,64.0,0.64,36.0,0.36
PB2015.2488.1_7,44.0,0.44,56.0,0.56
PB2015.860.2_14,56.0,0.56,44.0,0.44
PB2015.860.2_17,52.0,0.52,48.0,0.48
PB2015.2488.1_4,50.0,0.5,50.0,0.5
PB2015.8553.1_4,52.0,0.52,48.0,0.48
PB2015.8553.1_5,52.0,0.52,48.0,0.48
PB2015.8553.1_6,46.0,0.46,54.0,0.54
PB2015.8553.1_7,36.0,0.36,64.0,0.64
PB2015.8553.1_0,74.0,0.74,26.0,0.26
PB2015.8553.1_1,64.0,0.64,36.0,0.36
PB2015.8553.1_2,62.0,0.62,38.0,0.38
PB2015.8553.1_3,64.0,0.64,36.0,0.36
PB2015.8553.1_8,32.0,0.32,68.0,0.68
PB2015.8553.1_9,46.0,0.46,54.0,0.54
PB2015.15622.8_11,60.0,0.6,40.0,0.4
PB2015.770.2_1,62.0,0.62,38.0,0.38
PB2015.770.2_0,58.0,0.58,42.0,0.42
PB2015.770.2_3,56.0,0.56,44.0,0.44
PB2015.770.2_2,62.0,0.62,38.0,0.38
PB2015.770.2_5,60.0,0.6,40.0,0.4
PB2015.770.2_4,56.0,0.56,44.0,0.44
PB2015.2556.1_2,62.0,0.62,38.0,0.38
PB2015.2556.1_1,60.0,0.6,40.0,0.4
PB2015.2556.1_0,60.0,0.6,40.0,0.4
PB2015.1445.1_62,58.0,0.58,42.0,0.42
PB2015.1445.1_63,58.0,0.58,42.0,0.42
PB2015.1445.1_60,60.0,0.6,40.0,0.4
PB2015.1445.1_61,56.0,0.56,44.0,0.44
PB2015.1445.1_66,60.0,0.6,40.0,0.4
PB2015.1445.1_67,64.0,0.64,36.0,0.36
PB2015.1445.1_64,56.0,0.56,44.0,0.44
PB2015.1445.1_65,56.0,0.56,44.0,0.44
PB2015.1445.1_68,60.0,0.6,40.0,0.4
PB2015.1445.1_69,60.0,0.6,40.0,0.4
PB2015.4772.11_39,70.0,0.7,30.0,0.3
PB2015.4772.11_38,70.0,0.7,30.0,0.3
PB2015.4772.11_33,60.0,0.6,40.0,0.4
PB2015.4772.11_32,54.0,0.54,46.0,0.46
PB2015.4772.11_31,54.0,0.54,46.0,0.46
PB2015.4772.11_30,48.0,0.48,52.0,0.52
PB2015.4772.11_37,72.0,0.72,28.0,0.28
PB2015.4772.11_36,62.0,0.62,38.0,0.38
PB2015.4772.11_35,66.0,0.66,34.0,0.34
PB2015.4772.11_34,66.0,0.66,34.0,0.34
PB2015.14672.3_34,62.0,0.62,38.0,0.38
PB2015.14672.3_35,58.0,0.58,42.0,0.42
PB2015.14672.3_36,60.0,0.6,40.0,0.4
PB2015.14672.3_37,68.0,0.68,32.0,0.32
PB2015.14672.3_30,66.0,0.66,34.0,0.34
PB2015.14672.3_31,58.0,0.58,42.0,0.42
PB2015.14672.3_32,52.0,0.52,48.0,0.48
PB2015.14672.3_33,64.0,0.64,36.0,0.36
PB2015.14672.3_38,66.0,0.66,34.0,0.34
PB2015.14672.3_39,58.0,0.58,42.0,0.42
PB2015.5001.12_8,62.0,0.62,38.0,0.38
PB2015.5001.12_9,58.0,0.58,42.0,0.42
PB2015.5001.12_0,60.0,0.6,40.0,0.4
